Timestamp,How would you describe your gender?,Which of the following would you describe yourself as?,Where do you live?,What is your age?,Do you believe that a secret cabal of lizard-people rule the world?,"A man has the confidence that if something is broken, it can be fixed.",A man cultivates as many interests as is possible.,"A man knows everything about something, and something about everything.",A man appreciates beauty in all of its forms.,A man uses his wealth and social standing for the benefit of others.,"A man does what he says he will do, and does not make promises he cannot keep.","A man may take a beating, of whatever kind, but he gets back up afterwards.","A man shows courtesy by holding doors open, pulling out chairs, and allowing others to choose before him.",A man is willing to endure suffering gladly in order to accomplish his goals.,A man protects those who are less strong than him.,A man arrives to occasions on time.,A man always looks to improve himself.,"A man is willing to challenge the status quo, if he has a better alternative.","A man shows sportsmanship, and does not harbour grudges against those that best him.",A man speaks his mind.,A man settles disputes by applying his principles equally to any situation.,A man is financially independent.,A man doesn't let the little frustrations of life get to him.,A man is unashamed of his sexual desires.,A man is willing and able to please his sexual partners.,A man does not make demands of his friends.,A man seeks advice when he wants to find a solution.,A man does not rely on the kindness of others.,A man is quick to respond in a time of crisis.,A man does not let fear or intimidation change his intent.,A man powers through a problem when grace or finesse fails.,"A man cultivates practical skills, and is ready to use them.",A man puts the lives of others over himself.,A man maintains his physical strength and fitness.,A man would rather try and fail than miss their chance at success.,"A man has a plan to get, or do, what it is they want.",A man does not perceive something as a threat to him unless it is a real danger.,"A man has a cause he believes in and takes risks for, and he would gladly suffer because of it.",A man does not lie.,A man cultivates a good sense of humour.,A man channels his anger and frustrations to productive ends.,A man does not need to prove himself to others.,A man prioritises clarity and directness over politeness and people-pleasing.,"A man values competition, and embraces it as a chance to better himself.","A man is open, clear, and consistent in his values.",A man does not trouble others with his feelings until he has made sense of them himself.,"A man is quick to form an opinion, and quick to defend it.","A man is always keen to explore, and seeks things unfamiliar to him.",A man is comfortable with who he is.,"A man makes the first move, sexually and romantically.",A man has a penis.,A man keeps his feelings to himself.,"A man has the confidence to speak authoritatively, unless he is proven wrong.",A man puts his bonds with other men first.,"A man accepts survival of the fittest, and does not let his neighbour's failures taint his successes.",A man's worth is measured by his accomplishments.,"A man does man's work, and lets women do women's work.",A man is able to provide financially for himself and others.,A man dresses practically.,A man takes the lead in bed.,A man eats whatever food he wants.,A man puts the needs and feelings of others before himself.,A man does not let his feelings cloud his judgement.,"A man is secure in his convictions, and is not easily swayed by the words of others.",A man is ready to use physical force or violence where it is necessary.,A man cherishes and values the qualities of women.,A man will defend his integrity if it is questioned.,A man helps other men to be good men.,A man does not speak ill of others.,A man is faithful to his roots.,A man lives in the present.,Feedback
11/19/2016 12:54:28,Man,"Egalitarian, Moderate",Europe,26 - 40,No,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Essential,Essential,Essential,Essential,Essential,Desirable,Essential,Desirable,Essential,Essential,Desirable,Desirable,Essential,Desirable,Desirable,Desirable,Desirable,Essential,Essential,Desirable,Desirable,Desirable,Essential,Essential,Desirable,Essential,Desirable,Essential,Desirable,Neutral,Desirable,Essential,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Essential,Desirable,Desirable,Desirable,Essential,Desirable,Neutral,Desirable,Desirable,"A lot of these questions are best answered with one or more of:

* ""X is a laudable quality, but ..."" and ""women should be able to do that too"" or ""it is not required to do this to be a man"" or both.
* ""People are individuals, some people like this, others don't"".
* ""The world would be a better place if women also did this, not just men"".

Some that I want to give more specific answers to:

> A man eats whatever food he wants.

A man should not be prevented from eating something just because he is a man. OTOH, factors such as availability, cost, health, etc, may suggest that *people* (not just men, all people) may not be able to eat ""whatever they want"". A few less land-whales (of either gender) would do society some good.

> A man is unashamed of his sexual desires.

People have individuals. Some people have wrong desires, and there may be cause to be ashamed of them. But normal male sexual desire absolutely should not be the subject of shaming, which it currently is.

> A man does not make demands of his friends.

People making demands (note the language -- demands, not requests...) of their friends aren't nice friends.

> A man prioritises clarity and directness over politeness and people-pleasing.

While a level of politeness is good, honesty is also good. The world would likely be a less confusing place if *all people* did this. This is an area where women are more in need of change TBH.

> A man makes the first move, sexually and romantically.

""People are individuals"". Some people want to sit back and see what comes up. Others want to be proactive and see what they can get. The issue here is when a man tries the former, *nothing happens*. Women simply do not approach men. This is something they need to start doing. Add the forces of hypergamy, and we're going to get a whole generation of very well looked after cats, and a plummeting birth rate, unless something changes.

> A man does not speak ill of others.

I would be happy to agree with this if the word 'unjustly' is added. Sometimes people need ill to be spoken of them, because they need to learn what they are doing wrong. And when they don't learn, others need to be told in order to cull their following and make them less dangerous. This is irrespective of gender.

> A man does not trouble others with his feelings until he has made sense of them himself.

Men typically heal differently. Shoulder to shoulder, rather than face to face. We as a society need to recognise this. The Mens Shed movement taps into this -- if feminists could please stop shooting it down wherever it appears, that would be nice...

> A man keeps his feelings to himself.

While this is a typical male trait anyway, it would be nice to move away from it a little. The key here is when a man does share his feelings ... he gets shamed for it. Mostly by women, and *particularly* by feminists. Consequently, this is likely unobtainable, because convincing either group they are wrong and need to change for the benefit of men is about as likely as winning the lotto every single week for a year. But it sure would be nice...

> A man does what he says he will do, and does not make promises he cannot keep.

This needs to apply to all people. Not just men. It's not men that are failing at this one, by and large...

> A man is ready to use physical force or violence where it is necessary.

This comes down to the definitions of ""force"", ""violence"" and ""necessary"".

It's necessary to use physical force to shift a crashed car that's trapping an injured person, for example. I mean, do you want them to bleed out, and no-one to do anything? But I bet you any money that's not what you wanted this question to mean...

> A man does not rely on the kindness of others.

Relying on others is not good. Accepting it when given is OK, and needing it occasionally when things go wrong is OK, but continued reliance on others is not.

> A man is able to provide financially for himself and others.

It would be nice if we could move away from 'man as provider for family' to 'people look after themselves, everyone is independent' -- but hypergamy is a thing, so unless we manage to break that (and that's biologically influenced, so that will take millennia, not decades), this is here to stay. Given hypergamy existing, the alternative is state reliance, which is not good.

> A man will defend his integrity if it is questioned.

Anyone should be able to defend themselves when (verbally) attacked, which is what this implies.

> A man puts the lives of others over himself.

Necessary for some subset of the population (otherwise you wouldn't have firefighters, for example), but shouldn't be required as a universal.

> A man puts the needs and feelings of others before himself.

Yeah, no. Someone has to care for the man. It used to be that a man put the needs of his family first, and in return, they looked after him. The latter has broken, so we either need to repair it, or the former needs to be broken too before men, as a whole, crash and burn.

> A man does not lie.

White lies are sometimes necessary, particularly with women. The correct answer to ""does my arse look fat in this"" is never ""yes"", even if it's true. But broadly speaking, people (all people, not just men) should avoid spreading significant lies.

> A man is quick to form an opinion, and quick to defend it.

Quick should be removed from this.

Anyone should be free to form an opinion, and should be capable of defending it. Everyone should also be open to rational debate and questioning, and be willing to be persuaded of a different position.

> A man's worth is measured by his accomplishments.

This is currently objectively true. Women are recognised as valuable to society just for having reaching childbearing age without dying. Men are not. Men are worth their last good act, and no more.

We need to reach a point somewhere in the middle for both. Human males are unique amongst all living organisms in their ability to co-operate outside of related family groups. This ability should be celebrated, as it is critical to society. OTOH, women need to be judged more on their actions, the power of the ""woman card"" needs to come down several notches.

> A man does not need to prove himself to others.

Eh, I think this is never going to go away. But if we could both widen it (to all people, not just men) and soften it (so we are more tolerant of failures), that would be good.

> A man speaks his mind.

Men used to speak their minds. Now, they get shamed for it. We as a society need to stop this. People speaking their minds is essential to the open marketplace of ideas, and only from there will we find the best ideas to go forward.

> A man knows everything about something, and something about everything.

The ideal T shaped person. A wide breadth of knowledge, and a deep knowledge of one specialist subject.

Holding this up as an ideal for ALL people (yes, women too) is broadly a good thing. Expecting people meet it, or declaring them an unperson for failing to, is not.

> A man does not let his feelings cloud his judgement.

Judgement clouded by feelings is also called ""women's ways of knowing"". It would be great if we could get away from that. For both genders...

> A man seeks advice when he wants to find a solution.

The key here is to make it socially acceptable for one man to mentor another man without shaming. As a society, we used to do this. Now we do not.

> A man channels his anger and frustrations to productive ends.

It's not necessary for a person to have anger and frustrations. But if they do, channelling it to productive ends is the best use for it. This should apply to both genders.

> A man is financially independent.

Independent of what? The state? Ideally yes, everyone should be financially independent of the state. On average though, it's not men who have this problem. The average man is a net contributor to the state eventually (taking benefits, typically in the form of education as a child and young adult), and paying that back in tax by middle age, then becoming a net contributor before retirement. The average woman is the opposite -- they do not pay enough tax to cover the initial start-up cost to the state of their education and early life during their working life, and then provide a heavier retirement burden after retiring.

If you mean ""independent of women"" ... then, that's a matter for each individual family. The problem keeping this expectation current is the high rate of relationship failure when a woman out-earns a man. Look at relationships where a man stops working to look after the kids -- hypergamy kicks in, and the woman kicks up a stink and breaks the relationship up -- even though she instigated the arrangement in the first place.

Now think of this in terms of what feminists call ""the wage gap"" (and is more accurately called ""the earnings gap""). If we ever closed it completely, we'd destroy the institution of marriage. And interestingly, the earnings gap for people who have never married is in favour of women.

> A man cultivates as many interests as is possible.

People are individuals. A man should have interests - but whether he chooses to immerse himself deeply in just one interest or has a number of shallow interests is up to him and his personality. This applies equally to all genders.

> A man is secure in his convictions, and is not easily swayed by the words of others.

A man should listen to evidence. If his convictions are wrong, being persuaded by persuasive evidence is not a bad quality. But keeping quiet or toeing the line because of public shaming is bad. More confidence to speak out against obvious bullshit is something we've lost, and is necessary to re-gain.

> A man powers through a problem when grace or finesse fails.

Occasionally necessary in order to get something done. Without this quality, it's likely civilisation as we know it would simply not exist.

> A man is quick to respond in a time of crisis.

Speed is not necessarily the appropriate cause of action. Consideration and awareness is also required. Rushing in is sometimes necessary, but can sometimes also be bad.

> A man cherishes and values the qualities of women.

... where those qualities are positive. Where they are negative and they need to change, he should be willing to call them out.

> A man is faithful to his roots.

Steadfastly sticking to tradition for tradition's sake is wrong. But looking carefully and seeing the *reason* for it, then sticking with it because you know why it's done that way, that I support.

> A man is willing and able to please his sexual partners.

Two way street here. This is not just one person's job. After all, it's not men who typically 'go starfish', is it...

> A man does not perceive something as a threat to him unless it is a real danger.

A laudable quality that men still mostly have, although certain ""progressives"" are starting to lack it. Please can we extend this to everyone, regardless of gender. Please.

> A man may take a beating, of whatever kind, but he gets back up afterwards.

If we could stop expecting men to take beatings, that'd be nice. Nevertheless, it's an admirable quality to be able to fall (whether physically or metaphorically), and get back up afterwards.

> A man takes the lead in bed.

People are individuals. Some people like to lead. Some people like to follow. Provided everyone involved is happy, can we please just leave them to it?

> A man puts his bonds with other men first.

This is a total misunderstanding of 'bros before hoes'. What this actually means is valuing long term friendship over short term relationships. That is entirely valid and laudable. Gender is immaterial to it.

> A man has the confidence to speak authoritatively, unless he is proven wrong.

Anyone with the evidence to back up what they are saying should be able to speak authoritatively.

> A man helps other men to be good men.

Oh boy, this could go SO many ways.

We definitely need to bring back mentorship, which would fit this statement to a tee.

But the ""pledge to end violence against women"" thing (when two thirds of women go through an entire lifetime without seeing violence ever, not even once, yet all men will have experienced it repeatedly before they've finished growing up) is a horrid, horrid twisting of this statement.

On that last one, the key thing is to teach women not to hit men. We currently instil in them a sense of absolute safety - you can hit him and he can't defend himself. This is awful for society. I would prefer to teach everyone not to hit anyone, but failing that, making self defense when assaulted an acceptable act for a man is a reasonable compromise.

> A man arrives to occasions on time.

Timeliness is an admirable quality. Some people just don't have it. This is not tied in any way to masculinity.

> A man has the confidence that if something is broken, it can be fixed.

The ability to fix things is an admirable quality. Being a man is irrelevant.

> A man has a penis.

One one level, that's kinda the point. Men have penises, women have vaginas. That's how language works. I can't just call my cat a dog and expect everyone else to go along with this.

On another level, I'm sure what you're trying to measure here is either related to intersex conditions or transgender issues.

Intersex is a (range of...) real medical conditions. Gender dysphoria is a real medical condition. All are rare (we're talking fractions of a percent here). Both are reasonable and can result in someone who presents male but might not have a penis, or vice-versa. Ultimately (unless you are looking for a relationship) this fact is entirely irrelevant.

A trend that does need to go away is tumblrisms though. There are two genders. They are heavily biologically influenced. Tomboys are still girls -- they just have some stereotypically male interests. They aren't trans kids. The reverse is also fine. Liking 'My little pony' doesn't make you female for 15 minutes at a time while the show is on.

Incidentally, the very existence of gender dysphoria absolutely and conclusively disproves gender being a social construct. Gender Dysphoria would not even be possible if gender did not have a strong biological component.

> A man uses his wealth and social standing for the benefit of others.

Society benefits when this happens, and philanthropy is a laudable quality. But this isn't a requirement of being a man. Philanthropy should be available to women, too, and the vast majority of men aren't wealthy and don't have social standing -- yet they are still men.

> A man is willing to endure suffering gladly in order to accomplish his goals.

Choosing to endure suffering in order to achieve something is laudable -- but not inherently tied to being male.

> A man does man's work, and lets women do women's work.

What is meant here by ""mans work"" and ""womens work""? People are individuals, and while statistically there are differences, there will always be individuals that don't fit the stereotype.

Being able to work is laudable. Choosing to do something you are good at is beneficial. Enjoying work is the proverbial icing on the cake.

And evolution has made certain things easier for certain genders. But that doesn't mean there aren't exceptions.

I learned this at the age of 12 on a factory tour. The big, heavy, dirty machinery was 100% male operated. One section was mass producing a very fiddly set of small components. Most (but not all) of the operators of this machinery were female. It did not require strength to operate. Instead it depended on repeated accurate placement of lots of small fiddly components.
"
11/19/2016 12:58:55,Man,"Socialist, Liberal, Feminist, Egalitarian",Europe,18 - 25,No,Neutral,Neutral,Neutral,Desirable,Essential,Desirable,Neutral,Essential,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Undesirable,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Undesirable,Neutral,Essential,Neutral,Neutral,Neutral,Undesirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Desirable,Undesirable,Undesirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Neutral,Undesirable,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Essential,Undesirable,Undesirable,Undesirable,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,
11/19/2016 13:10:41,Man,"Socialist, Liberal, Feminist, Moderate",Europe,26 - 40,No,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Undesirable,Desirable,Neutral,Neutral,Essential,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Neutral,Neutral,Undesirable,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,"For so many of those, it seemed desirable for a *person* to do that thing, but it only seemed appropriate for a man to do them *because* they were a person, so I selected neutral."
11/19/2016 13:11:05,Man,"Socialist, Feminist, Egalitarian",Europe,26 - 40,No,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Essential,Neutral,Essential,Desirable,Desirable,Neutral,Essential,Neutral,Essential,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Essential,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Desirable,Undesirable,Undesirable,Neutral,Desirable,Neutral,Neutral,Neutral,Undesirable,Undesirable,Undesirable,Undesirable,Undesirable,Desirable,Neutral,Neutral,Undesirable,Essential,Essential,Neutral,Undesirable,Essential,Neutral,Desirable,Desirable,Neutral,Undesirable,"Some questions can be taken very differently, and could have varying answers. Also, I don't think my answers would have been very different with ""a woman"" instead, although, of course, there is a difference between what we think and how we act :-("
11/19/2016 13:12:35,Woman,"Socialist, Anarchist, Feminist",Europe,18 - 25,No,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Essential,Essential,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Essential,Neutral,Neutral,Desirable,Undesirable,Undesirable,Neutral,Essential,Neutral,Neutral,Undesirable,Neutral,Undesirable,Neutral,Neutral,Undesirable,Neutral,Neutral,Undesirable,Essential,Desirable,Neutral,Neutral,Neutral,Essential,Neutral,Essential,Neutral,Neutral,Neutral,
11/19/2016 13:15:06,Man,"Liberal, Libertarian, Egalitarian, Moderate",Europe,41 - 65,No,Undesirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Undesirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Essential,Neutral,Desirable,Neutral,Neutral,Undesirable,Undesirable,Desirable,Undesirable,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Essential,Essential,Desirable,Neutral,Neutral,Desirable,
11/19/2016 13:15:34,Man,"Socialist, Liberal, Feminist",Europe,18 - 25,No,Desirable,Neutral,Neutral,Neutral,Desirable,Essential,Desirable,Desirable,Undesirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Essential,Neutral,Desirable,Essential,Neutral,Neutral,Desirable,Undesirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Essential,Neutral,Undesirable,Essential,Undesirable,Undesirable,Neutral,Desirable,Undesirable,Neutral,Undesirable,Neutral,Undesirable,Undesirable,Undesirable,Undesirable,Neutral,Undesirable,Undesirable,Undesirable,Neutral,Undesirable,Desirable,Undesirable,Essential,Desirable,Desirable,Undesirable,Neutral,Neutral,
11/19/2016 13:18:58,Man,"Socialist, Liberal, Feminist, Egalitarian",Europe,26 - 40,No,Neutral,Desirable,Undesirable,Essential,Desirable,Desirable,Neutral,Neutral,Undesirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Essential,Desirable,Neutral,Desirable,Desirable,Undesirable,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Undesirable,Essential,Undesirable,Neutral,Desirable,Undesirable,Undesirable,Desirable,Essential,Neutral,Neutral,Undesirable,Desirable,Undesirable,Undesirable,Undesirable,Undesirable,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Undesirable,Undesirable,Essential,Desirable,Desirable,Desirable,Neutral,Neutral,
11/19/2016 13:21:31,Man,"Socialist, Liberal, Feminist",Europe,26 - 40,No,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Undesirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Undesirable,Undesirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Undesirable,Neutral,Undesirable,Undesirable,Undesirable,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Undesirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,
11/19/2016 13:24:12,Man,"Socialist, Liberal, Feminist, Egalitarian",Europe,26 - 40,No,Desirable,Desirable,Desirable,Desirable,Essential,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Essential,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Undesirable,Desirable,Neutral,Neutral,Undesirable,Undesirable,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Essential,Essential,Desirable,Desirable,Neutral,
11/19/2016 13:24:16,Man,"Socialist, Liberal, Feminist, Egalitarian, Moderate",Europe,26 - 40,No,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Essential,Desirable,Desirable,Essential,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Neutral,Desirable,Essential,Neutral,Undesirable,Desirable,Essential,Neutral,Undesirable,Undesirable,Desirable,Neutral,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Undesirable,Essential,Desirable,Essential,Desirable,Desirable,Desirable,
11/19/2016 13:25:15,Man,"Socialist, Feminist",Europe,26 - 40,Maybe,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Undesirable,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Essential,Undesirable,Neutral,Neutral,Undesirable,Undesirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Neutral,Undesirable,Undesirable,Undesirable,Undesirable,Neutral,Neutral,Neutral,Desirable,Desirable,Undesirable,Neutral,Neutral,Essential,Neutral,Essential,Neutral,Neutral,Neutral,
